epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1416.2,0.54894,0.32794,0.92752,0.95731,0.98087,0.97664,0.86401,0.62309,0.27748,1.0025,0.00018235,0.00018235,0.00018235
43,1449.76,0.54148,0.3275,0.93222,0.96232,0.94764,0.97513,0.86199,0.62437,0.29772,1.01169,0.0001807,0.0001807,0.0001807
44,1482.76,0.53217,0.32186,0.92592,0.95617,0.9749,0.97811,0.85943,0.62346,0.28494,1.02002,0.00017905,0.00017905,0.00017905
45,1515.76,0.53265,0.32672,0.92464,0.97316,0.97426,0.97535,0.85782,0.63856,0.29111,1.01435,0.0001774,0.0001774,0.0001774
46,1549.21,0.53816,0.33041,0.92639,0.97877,0.94583,0.97579,0.85453,0.63255,0.28517,1.00965,0.00017575,0.00017575,0.00017575
47,1582.12,0.52429,0.32167,0.9228,0.95898,0.98087,0.97533,0.84735,0.65792,0.29643,1.01913,0.0001741,0.0001741,0.0001741
48,1615.56,0.52474,0.32007,0.92819,0.91548,0.98087,0.97359,0.85926,0.62449,0.29483,1.00889,0.00017245,0.00017245,0.00017245
49,1649.02,0.52155,0.31556,0.92216,0.97703,0.97197,0.97636,0.86461,0.62168,0.27797,1.01106,0.0001708,0.0001708,0.0001708
50,1682.55,0.50889,0.30957,0.91706,0.96048,0.98087,0.97772,0.86445,0.61707,0.28764,1.01224,0.00016915,0.00016915,0.00016915
51,1716.04,0.50945,0.3175,0.91891,0.96038,0.98087,0.97891,0.85938,0.61149,0.28743,1.00617,0.0001675,0.0001675,0.0001675
52,1748.84,0.51105,0.31268,0.91388,0.96219,0.97977,0.9779,0.87173,0.6165,0.28141,1.02062,0.00016585,0.00016585,0.00016585
53,1782.43,0.5145,0.30262,0.91787,0.96023,0.98087,0.98279,0.86296,0.6619,0.28873,1.02908,0.0001642,0.0001642,0.0001642
54,1815.82,0.51303,0.30039,0.92099,0.98005,0.97503,0.97526,0.87118,0.607,0.27072,1.00484,0.00016255,0.00016255,0.00016255
55,1848.54,0.50133,0.29325,0.91211,0.97514,0.94735,0.97781,0.85602,0.62087,0.27929,1.02039,0.0001609,0.0001609,0.0001609
56,1881.89,0.50727,0.2987,0.92084,0.97832,0.98059,0.97842,0.87024,0.59875,0.26821,1.01466,0.00015925,0.00015925,0.00015925
57,1914.81,0.48488,0.29189,0.90475,0.97979,0.97192,0.97762,0.86632,0.60639,0.28064,1.01962,0.0001576,0.0001576,0.0001576
58,1948.19,0.48539,0.29622,0.90811,0.97379,0.97931,0.9801,0.87362,0.61237,0.27589,1.01146,0.00015595,0.00015595,0.00015595
59,1982.06,0.49863,0.29987,0.91169,0.97676,0.98072,0.97964,0.87356,0.6337,0.28385,1.01684,0.0001543,0.0001543,0.0001543
60,2015.16,0.50388,0.30368,0.90986,0.97483,0.98087,0.97672,0.86565,0.61443,0.27747,1.01438,0.00015265,0.00015265,0.00015265
